Unnamed: 0,rating,reviews,amenities,house_rules,price,country,bathrooms,beds,guests,toilets,bedrooms,studios,checkin_final,checkout_final
2387,4.83,6,"Kitchen,Wifi,Free parking on premises,TV,Washing machine,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events",25440, Slovakia,1,6,7,0,3,0,15,
2388,4.842654867256638,1,"Beach access – Beachfront,Kitchen,Free parking on premises,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,Not suitable for children and infants,No smoking,No pets,No parties or events",27257, Finland,1,3,6,0,1,0,14,12.0
2390,4.911875,0,"Wifi,Pets allowed,TV,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 3:00 pm - 12:00 am,No smoking,No parties or events,Pets are allowed",11811, Lithuania,1,1,2,0,1,0,15,
2391,4.95,78,"Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 1:00 pm,Check out: 10:00 am,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",7188, Serbia,1,2,4,0,1,0,13,10.0
2392,4.823606557377049,0,"Wifi,Hot tub,Pets allowed,TV,Garden,Indoor fireplace,Refrigerator,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 10:00 am,Check out: 1:00 pm,Pets are allowed,󱤇,Smoking is allowed",2282, India,1,1,2,0,1,0,10,13.0
2393,5.0,28,"Lake access,Free driveway parking on premises,Pets allowed,Air conditioning,Private patio or balcony,Garden,Indoor fireplace,Hair dryer,Refrigerator,Security cameras on property","Check-in: 3:00 pm - 9:00 pm,Check out: 12:00 pm,Not suitable for children and infants,No smoking,No parties or events,Pets are allowed,Show more,Show more,",27627, Estonia,1,1,2,0,1,0,15,12.0
2394,4.95,338,"Waterfront,Kitchen,Wifi,Free parking on premises,Hot tub,Pets allowed,TV with standard cable/satellite,Washing machine,Dryer,Air conditioning","Check-in: After 1:00 pm,Check out: 10:00 am,Self check-in with keypad,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",14537, Serbia,1,2,4,0,1,0,13,10.0
2395,4.89,9,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV with Netflix,Free washer – In unit,Dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Check-in: After 3:00 pm,15916, Poland,1,4,7,0,3,0,15,
2396,4.92,117,"Public or shared beach access – Beachfront,Kitchen,Wifi,Free parking on premises,TV,Free washer – In unit,Air conditioning,Indoor fireplace,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 1:00 pm - 5:00 pm,Check out: 10:00 am,Not suitable for children and infants,No pets,No parties or events,󱤇,Smoking is allowed",18275, Serbia,1,10,10,0,3,0,13,10.0
2397,4.68,94,"Bay view,Harbour view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,24"" HDTV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 10:00 pm,Check out: 11:00 am,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",5076, Thailand,1,3,4,0,2,0,14,11.0
2398,4.98,489,"Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Patio or balcony,Luggage drop-off allowed,Hair dryer,Refrigerator,Microwave","Check-in: 6:00 pm - 11:00 pm,Check out: 2:00 pm,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",12810, Finland,1,2,2,0,0,0,18,14.0
2399,4.894795918367347,0,"Lake view,Park view,Kitchen,Wifi,Pets allowed,TV,Central air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,No smoking,Pets are allowed",6975, Poland,1,2,4,0,1,0,15,
2401,4.9,125,"Waterfront,Wifi,Pets allowed,Patio or balcony,Smoking allowed,Long-term stays allowed","Check-in: 2:00 pm - 11:00 pm,Check out: 12:00 pm,Self check-in with building staff,Pets are allowed,󱤇,Smoking is allowed",24364, Philippines,1,1,2,0,1,0,14,12.0
2402,4.75,4,"Marina view,Lake access,Kitchen,Free parking on premises,Pets allowed,Fire pit,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 9:00 pm,Check out: 10:00 am,Self check-in with building staff,Not suitable for infants (under 2 years),Pets are allowed",4746, Poland,1,3,4,0,1,0,15,10.0
2403,5.0,80,"Lake view,Sea view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 2:00 pm - 8:00 pm,Check out: 11:00 am,Self check-in with keypad,Not suitable for children and infants,No smoking,No parties or events,Pets are allowed,Show more,Show more,",21561, Sweden,1,4,4,0,1,0,14,11.0
2404,4.894795918367347,2,"Lake view,Private beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Central air conditioning,Security cameras on property,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,No smoking,Pets are allowed",10665, Poland,1,3,6,0,2,0,15,
2405,4.93,28,"Wifi,Free parking on premises,Air conditioning,Patio or balcony,Garden,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 7:00 pm,Check out: 10:00 am,No smoking,No pets",5892, Czechia,1,3,4,0,0,0,16,10.0
2406,5.0,5,"Lake view,Marina view,Private beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",18069, Poland,1,3,6,0,2,0,15,11.0
2407,4.94,164,"Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV with standard cable/satellite,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 10:00 pm,Check out: 12:00 pm,Self check-in with building staff,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events",3923, Thailand,3,4,5,0,2,0,14,12.0
2408,4.78,37,"River view,Bay view,Private beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free driveway parking on premises,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with lockbox,Not suitable for infants (under 2 years),Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",10198, Serbia,1,2,10,0,0,0,14,12.0
2409,4.64,14,"Lake access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Hot tub,Private sauna,TV with standard cable/satellite,Free dryer – In building,Air conditioning","Check-in: After 2:00 pm,Check out: 10:00 am,No smoking,No pets",12081, Poland,1,2,4,0,1,0,14,10.0
2410,4.69,16,"Harbour view,River view,Kitchen,Wifi,Dedicated workspace,Pets allowed,Private patio or balcony,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed,Show more,Show more,",6174, Poland,1,2,4,0,1,0,16,12.0
2411,5.0,5,"Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Refrigerator,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed",14574,Serbia,1,4,8,0,1,0,14,11.0
2412,4.97,65,"River view,Beach access – Beachfront,Kitchen,Wifi – 20 Mbps,Free driveway parking on premises – 3 spaces,Private pool,43"" HDTV with standard cable/satellite,AC – split-type ductless system,Private patio or balcony,Shared backyard – Not fully fenced","Check-in: 1:00 pm - 10:00 pm,Check out: 10:00 am,Not suitable for children and infants,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",11708, Serbia,1,4,6,0,2,0,13,10.0
2413,4.63,40,"Lake view,Private pool,Pets allowed,Paid parking off premises,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 1:00 pm - 5:00 pm,Check out: 12:00 pm,No smoking,No parties or events,Pets are allowed,Show more,Show more,",4576, India,1,1,4,0,1,0,13,12.0
2414,4.92,99,"Wifi,Patio or balcony,Children’s books and toys,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with building staff,󱤇,Smoking is allowed,Show more,Show more,",33768, Philippines,1,3,4,0,1,0,14,12.0
2415,4.64,14,"Harbour view,Marina view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private sauna,Pets allowed,TV","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed",10355, Poland,1,3,6,0,2,0,15,11.0
2416,4.920000000000001,0,"Bay view,Canal view,Private beach access,Kitchen,Wifi,Dedicated workspace,Free residential garage on premises – 3 spaces,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",9108, Bosnia & Herzegovina,1,2,4,0,1,0,14,11.0
2417,4.93,16,"Mountain view,Ocean view,Beach access,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 1:00 pm,Check out: 11:00 am,Self check-in with building staff,Not suitable for infants (under 2 years),No smoking,Pets are allowed",30034, Philippines,2,6,9,0,4,0,13,11.0
2418,4.96,158,"River view,Waterfront,Ski-in/Ski-out,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV with standard cable/satellite,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 1:00 pm,Check out: 10:00 am,Self check-in with lockbox,Not suitable for infants (under 2 years),No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",5724, Serbia,1,2,4,0,1,0,13,10.0
2420,4.96,25,"River view,Kitchen,Wifi,Free washer – In building,AC – split-type ductless system,Private patio or balcony,Shared backyard – Fully fenced,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events,Show more,Show more,",21160, Egypt,1,2,4,0,2,0,14,10.0
2421,4.8983783783783785,0,"Mountain view,Lake view,Beach access,Kitchen,Wifi,Free parking on premises,Pets allowed,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 10:00 am,Self check-in with building staff,No parties or events,Pets are allowed,󱤇,Smoking is allowed",13681, Serbia,1,5,5,0,1,0,14,10.0
2422,4.88,26,"Lake view,Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Private hot tub,Pets allowed,TV,Dryer,Security cameras on property","Check-in: After 4:00 pm,Check out: 11:00 am,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",23794, Poland,1,2,6,0,2,0,16,11.0
2423,4.96,47,"Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Washing machine,Dryer,Patio or balcony,Private backyard – Not fully fenced,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 12:00 pm,Self check-in with lockbox,Not suitable for children and infants,No smoking,No pets,No parties or events",5891, Sweden,1,2,2,0,0,0,15,12.0
2424,4.88,110,"Pets allowed,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 12:00 pm,Self check-in with building staff,Pets are allowed,󱤇,Smoking is allowed",1295, Vietnam,1,1,2,0,1,0,12,12.0
2425,4.843333333333333,1,"Lake view,Marina view,Paid parking on premises,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 8:00 am - 11:00 am,Check out: 4:00 pm,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events",13853, Thailand,1,0,2,0,1,0,8,16.0
2426,5.0,6,"Waterfront,Free parking on premises,Private sauna,Pets allowed,Patio or balcony,Shared garden,Indoor fireplace,Fire pit,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 2:00 pm - 9:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed",4997, Latvia,1,1,2,0,1,0,14,12.0
2427,4.77,54,"Bay view,Marina view,Public or shared beach access,Kitchen,Dedicated workspace,Free driveway parking on premises,Pets allowed,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 7:00 pm,Check out: 10:00 am,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",7114, Kenya,1,5,6,0,3,0,15,10.0
2428,4.8983783783783785,2,"Lake view,Mountain view,Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 1:00 pm - 7:00 pm,Check out: 9:00 am,Pets are allowed",14593, Serbia,1,3,6,0,1,0,13,9.0
2429,4.878543956043956,0,"Kitchen,Wifi,Free on-street parking,TV,Air conditioning,Hair dryer,Refrigerator,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Check-in: After 3:00 pm,21769, Italy,1,3,4,0,2,0,15,
2430,5.0,10,"Lake view,Mountain view,Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,Pets are allowed,Show more,Show more,",8631, Serbia,2,0,13,0,3,0,15,11.0
2431,4.65,31,"Kitchen,Free parking on premises,Patio or balcony,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 6:00 pm,Check out: 10:00 am,Not suitable for children and infants,No smoking,No pets,Show more,Show more,",8686, Poland,1,3,6,0,2,0,16,10.0
2432,4.69,81,"Kitchen,Wifi,Free on-street parking,Pets allowed,TV,Dryer,Air conditioning,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 2:00 pm - 12:00 am,Check out: 11:00 am,Self check-in with keypad,No smoking,No parties or events,Pets are allowed",6290, Serbia,1,5,5,0,2,0,14,11.0
2433,5.0,5,"Waterfront,Kitchen,Free on-street parking,Pets allowed,Portable air conditioning,Patio or balcony,Refrigerator,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed",10916, Serbia,1,2,6,0,1,0,14,11.0
2434,5.0,10,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Patio or balcony,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",17263, Slovakia,1,4,4,0,2,0,15,11.0
2435,4.95,65,"Garden view,Ocean view,Waterfront,Wifi,Private hot tub,TV with standard cable/satellite,Shared patio or balcony,Garden,Hair dryer,Refrigerator","Check-in: Flexible,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",5695, Sweden,1,1,2,0,1,0,Flexible,11.0
2436,4.894795918367347,0,"Waterfront,Wifi,Pets allowed,TV,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 6:00 pm,Check out: 10:00 am,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",11577, Poland,1,1,2,0,0,0,16,10.0
2437,4.92,109,"Wifi,Washing machine,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with building staff,󱤇,Smoking is allowed",32482, Philippines,1,3,3,0,1,0,14,12.0
2438,5.0,15,"Desert view,River view,Beach access,Kitchen,Wifi,Dedicated workspace,Free on-street parking,TV,Central air conditioning,Shared patio or balcony","Check-in: After 3:00 pm,Self check-in with building staff,Not suitable for children and infants,No smoking,No pets,No parties or events",7570, Egypt,1,1,2,0,1,0,15,
2439,4.83,51,"Wifi,Pets allowed,Washing machine,Patio or balcony,Children’s books and toys,Smoking allowed,Long-term stays allowed","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with building staff,Pets are allowed,󱤇,Smoking is allowed",29223, Philippines,1,4,6,0,1,0,14,12.0
2441,4.94,16,"Beach access – Beachfront,Kitchen,Free parking on premises – 2 spaces,TV,Washing machine,Dryer,Central air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 7:00 pm,Check out: 10:00 am,Self check-in with building staff,No smoking,No pets,No parties or events",14382, Poland,1,3,6,0,3,0,14,10.0
2442,4.894795918367347,1,"Beach view,Lake view,Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,Pets are allowed,Show more,Show more,",7763, Poland,1,3,6,0,2,0,15,10.0
